estado,municipio,Accesibilidad al espacio público abierto,Acceso a Internet,Acceso a agua mejorada,Aglomeración económica,CALIDAD DE VIDA,Calidad del aire,Capacidad institucional y ﬁnanzas municipales,Coeﬁciente de Gini,Concentraciones de material particulado,Concentración de CO2,Crecimiento económico,Densidad de la interconexión vial,Densidad de médicos,Densidad económica,Densidad poblacional,Densidad vial,Desempleo juvenil,Deuda subnacional,EQUIDAD E INCLUSIÓN SOCIAL,Educación,Empleo,Energía,Equidad económica,Espacio habitable suﬁciente,Espacio público,Esperanza de vida al nacer,Eﬁciencia del gasto local,Eﬁciencia en el uso de suelo,Fatalidades de tránsito,Forma urbana,GOBERNANZA Y LEGISLACIÓN URBANA,Gobernanza de la urbanización,INFRAESTRUCTURA DE DESARROLLO,Inclusión de género,Inclusión social,Infraestructura de comunicaciones,Infraestructura de vivienda,Infraestructura social,Inscripción equitativa en educación a nivel secundario,Longitud de transporte masivo,Manejo de residuos,Movilidad urbana,Número de estaciones de monitoreo,PRODUCTIVIDAD,Participación electoral,Participación y rendición de cuentas,Producto urbano per cápita,Promedio de años de escolaridad,Proporción de generación de energía renovable,Recaudación de ingresos propios,Recolección de residuos sólidos,Relación de dependencia de la tercera edad,Relación empleo-población,SOSTENIBILIDAD AMBIENTAL,Salud,Seguridad y protección,Superﬁcie destinada a vías,Tasa de alfabetización,Tasa de desempleo,Tasa de homicidios,Tasa de mortalidad de menores de 5 años,Tasa de pobreza,Tratamiento de aguas residuales,Velocidad de banda ancha promedio,Vivienda durable,Viviendas en barrios precarios,Áreas verdes per cápita
Michoacán,Apatzingán,70.57,25.72,88.96,52.44,67.82,23.04,25.03,61.37,0.0,46.08,35.45,100.0,43.75,52.44,16.79,94.4,93.53,0.0,75.61,63.1,66.07,0.0,48.42,100.0,85.29,71.57,71.62,16.25,92.94,91.33,30.27,16.25,67.59,92.24,86.16,39.91,70.03,43.75,92.24,,85.75,92.94,,51.32,49.52,49.52,16.09,36.79,0.0,3.48,85.75,54.8,51.18,54.39,81.85,41.07,79.6,89.41,80.96,41.07,92.12,35.47,0.0,54.1,74.39,78.8,100.0
Michoacán,Hidalgo,63.72,14.86,87.18,49.42,67.35,23.04,31.25,54.44,0.0,46.08,30.51,100.0,33.92,49.42,11.13,40.17,92.11,0.0,69.52,60.43,49.75,0.78,39.68,100.0,81.86,71.57,93.75,0.0,81.59,64.16,28.02,0.0,56.75,84.95,83.93,34.48,69.63,33.92,84.95,,84.69,81.59,,43.23,52.82,52.82,10.17,33.71,0.78,0.0,84.69,50.85,29.83,36.17,68.67,58.46,52.3,87.14,69.67,58.46,65.78,24.92,0.0,54.1,80.21,75.75,100.0
Michoacán,La Piedad,74.2,4.74,91.85,59.07,54.54,47.03,38.69,58.36,95.0,46.08,39.25,100.0,69.67,59.07,28.13,50.52,75.67,0.0,73.78,75.83,67.22,0.0,49.84,100.0,39.03,68.94,100.0,0.0,84.06,69.83,28.4,0.0,64.79,86.13,85.37,24.09,76.32,69.67,86.13,,73.62,84.06,0.0,55.18,46.51,46.51,29.77,60.93,0.0,16.07,55.22,48.73,53.48,40.22,59.43,43.86,58.98,90.73,80.97,43.86,49.93,41.32,92.03,43.44,85.28,95.07,3.85
Michoacán,Lázaro Cárdenas,51.67,20.65,90.96,60.85,57.0,47.03,38.41,53.22,95.0,46.08,57.27,80.9,65.31,60.85,17.68,3.8,71.08,7.96,68.3,81.64,66.76,100.0,47.24,100.0,35.81,68.94,100.0,0.0,92.62,54.0,27.29,0.0,63.17,81.21,76.45,32.05,71.86,65.31,81.21,,77.48,92.62,0.0,61.63,43.46,43.46,44.6,72.71,100.0,7.26,88.72,69.93,55.96,74.84,66.73,43.82,77.29,90.57,77.55,43.82,64.53,41.27,66.25,43.44,78.8,81.83,19.95
Michoacán,Morelia,81.14,28.12,91.91,63.17,60.31,46.17,49.01,39.83,67.43,46.08,45.14,76.87,67.61,63.17,35.25,91.43,72.28,29.4,65.16,87.13,67.43,,41.37,100.0,43.87,68.94,84.0,0.0,83.08,79.59,34.15,0.0,60.92,77.11,76.99,35.78,80.07,67.61,77.11,0.0,81.92,41.54,25.0,58.58,53.44,53.44,34.92,79.79,100.0,33.62,95.14,55.36,57.87,76.03,63.7,46.53,70.47,94.47,76.99,46.53,58.47,42.91,68.71,43.44,93.13,81.69,6.59
Michoacán,Tarímbaro,89.37,11.14,99.44,45.32,58.93,56.75,34.14,41.61,67.43,46.08,35.26,82.7,31.93,45.32,14.79,96.1,66.0,0.0,63.58,78.74,63.45,0.0,44.14,100.0,46.21,68.94,97.0,0.0,92.45,83.01,30.1,0.0,53.31,69.19,77.41,27.29,78.12,31.93,69.19,0.0,48.85,46.22,,48.01,56.16,56.16,5.69,65.57,0.0,5.41,97.7,64.83,51.66,35.2,60.24,50.52,70.23,91.92,75.23,50.52,51.54,46.68,0.0,43.44,98.24,88.83,3.06
Michoacán,Uruapan,100.0,17.61,91.34,60.85,59.2,42.86,32.94,37.91,82.5,46.08,39.17,100.0,55.91,60.85,51.07,76.58,88.96,7.84,65.57,77.12,76.32,100.0,36.76,100.0,50.52,68.94,87.0,53.29,99.32,79.42,45.59,53.29,68.66,74.91,85.04,30.53,78.11,55.91,74.91,,67.97,99.32,0.0,58.78,50.53,50.53,23.6,62.57,100.0,3.98,91.97,54.75,61.36,70.28,64.83,44.31,61.69,91.67,91.27,44.31,60.73,35.62,43.96,43.44,70.02,81.13,1.04
Michoacán,Zamora,100.0,18.3,70.47,64.75,58.87,37.03,42.24,38.8,65.0,46.08,40.87,100.0,63.68,64.75,53.66,70.44,83.56,0.0,68.92,72.91,74.13,0.0,38.18,100.0,51.73,68.94,90.0,0.0,92.97,77.43,29.53,0.0,68.86,80.65,87.94,30.87,79.35,63.68,80.65,,79.62,92.97,0.0,59.91,46.34,46.34,29.18,56.71,0.0,36.72,94.49,52.55,62.36,38.88,62.43,48.4,61.87,89.11,85.9,48.4,55.92,37.56,64.74,43.44,93.26,92.33,3.47
Michoacán,Zitácuaro,59.15,19.8,94.58,55.03,68.86,23.04,7.75,46.76,0.0,46.08,29.97,100.0,33.2,55.03,13.48,39.66,76.85,0.88,64.84,65.0,52.34,0.0,37.7,100.0,79.57,71.57,22.37,0.0,85.06,60.85,21.35,0.0,57.04,79.04,77.77,36.95,69.16,33.2,79.04,,60.94,85.06,,45.78,56.29,56.29,11.24,40.93,0.0,0.0,74.65,48.69,36.84,41.99,75.7,55.18,42.87,89.07,67.84,55.18,79.82,28.64,47.23,54.1,68.59,78.7,100.0
Morelos,Ayala,52.75,25.94,91.06,64.89,70.64,23.04,25.33,41.85,0.0,46.08,44.19,100.0,28.53,64.89,10.13,91.46,67.59,13.54,62.94,66.12,43.84,0.0,34.88,100.0,76.38,74.97,62.45,0.0,91.64,78.26,27.21,0.0,61.0,77.92,76.01,40.02,66.56,28.53,77.92,,48.43,91.64,,50.97,56.31,56.31,44.34,41.5,0.0,0.0,92.44,44.04,32.06,35.73,85.27,54.79,43.32,90.74,55.63,54.79,95.58,27.91,4.42,54.1,65.05,84.43,100.0
Morelos,Cuautla,51.22,40.47,91.15,59.84,65.75,48.69,34.95,54.13,0.0,46.08,37.74,100.0,47.87,59.84,20.81,87.82,77.61,38.78,73.97,72.37,60.9,0.04,44.4,100.0,75.61,74.97,66.08,0.0,99.91,80.76,27.42,0.0,69.53,94.59,82.91,47.28,71.81,47.87,94.59,,88.4,99.91,100.0,52.83,47.31,47.31,29.66,50.43,0.04,0.0,96.34,45.82,51.71,45.71,63.91,51.1,54.45,94.31,70.09,51.1,52.86,34.67,80.46,54.1,75.26,88.22,100.0
Morelos,Cuernavaca,90.06,40.39,93.42,67.89,62.73,30.13,69.1,44.42,19.33,46.08,43.22,100.0,80.05,67.89,45.05,62.54,73.05,59.71,72.47,89.47,70.42,0.0,48.81,100.0,48.14,71.97,77.0,29.56,96.3,70.68,54.26,29.56,64.39,89.69,78.92,41.92,81.14,80.05,89.69,0.0,93.44,48.15,25.0,60.51,64.13,64.13,40.35,83.36,0.0,70.57,97.12,46.1,63.03,41.19,67.49,45.83,49.48,95.59,77.8,45.83,63.01,53.21,89.77,43.44,86.1,84.78,6.21
Morelos,Emiliano Zapata,57.16,36.52,95.04,53.71,64.64,32.7,36.32,44.55,19.32,46.08,38.63,100.0,77.65,53.71,19.11,99.23,79.85,0.0,72.34,70.36,60.4,0.0,40.53,100.0,78.58,74.97,85.32,0.0,100.0,84.94,32.16,0.0,66.25,93.05,83.44,45.31,73.35,77.65,93.05,0.0,54.73,50.0,,50.91,60.17,60.17,22.8,47.21,0.0,23.63,95.27,54.45,52.9,43.71,51.42,58.22,55.61,93.5,67.9,58.22,27.87,36.5,14.18,54.1,79.26,87.02,100.0
Morelos,Jiutepec,61.46,46.78,95.0,71.87,74.09,32.7,36.22,48.46,19.32,46.08,51.15,100.0,19.34,71.87,31.77,76.66,69.79,37.31,71.57,74.97,59.14,0.0,44.13,100.0,80.73,74.97,55.89,0.0,98.66,73.87,27.72,0.0,54.3,89.14,81.46,50.44,78.51,19.34,89.14,0.0,57.51,49.33,,60.72,46.94,46.94,49.25,54.14,0.0,15.48,95.56,53.06,54.07,45.11,87.48,53.18,44.96,95.81,64.21,53.18,100.0,39.79,19.47,54.1,87.28,93.13,100.0
Morelos,Jojutla,41.77,48.11,93.34,52.39,62.57,23.04,34.44,53.46,0.0,46.08,30.79,100.0,63.91,52.39,11.61,76.95,67.8,0.0,71.23,71.3,52.83,0.0,43.07,100.0,70.89,74.97,81.55,0.0,91.66,73.96,30.28,0.0,70.12,92.31,78.3,51.1,69.96,63.91,92.31,,59.52,91.66,,45.34,56.39,56.39,22.24,49.36,0.0,21.78,95.66,39.34,43.47,41.28,60.88,47.19,44.92,93.25,62.19,47.19,46.8,32.68,23.37,54.1,74.87,88.79,100.0
Morelos,Puente de Ixtla,38.12,18.74,86.47,46.69,65.74,23.04,32.95,48.67,0.0,46.08,28.83,100.0,32.29,46.69,13.62,83.23,72.81,22.12,66.32,64.18,46.48,0.0,35.43,100.0,69.06,74.97,76.74,0.0,98.32,78.43,28.85,0.0,62.23,89.82,73.7,36.42,65.69,32.29,89.82,,41.95,98.32,,40.67,53.59,53.59,7.45,39.64,0.0,0.0,79.15,50.22,34.03,32.5,87.48,42.22,52.07,88.72,58.92,42.22,100.0,22.19,4.76,54.1,62.69,74.59,100.0
Morelos,Temixco,100.0,17.69,94.81,56.77,60.61,21.8,47.06,54.71,19.33,46.08,36.64,93.62,42.77,56.77,40.69,96.78,80.02,5.58,68.67,75.02,71.1,0.0,45.81,100.0,50.7,71.97,97.0,29.56,94.55,82.82,45.31,29.56,55.88,86.75,73.45,30.57,75.98,42.77,86.75,0.0,49.51,47.27,0.0,54.84,59.32,59.32,20.39,59.57,0.0,38.61,87.39,52.89,60.52,23.77,62.79,53.94,58.07,90.46,81.68,53.94,53.62,36.91,11.63,43.44,68.44,66.89,1.4
Morelos,Xochitepec,34.89,30.06,85.46,45.2,66.78,32.7,30.8,55.99,19.32,46.08,31.85,100.0,23.21,45.2,9.64,92.41,72.47,0.0,73.09,68.16,50.69,0.0,41.93,100.0,67.44,74.97,67.19,0.0,98.5,83.19,29.12,0.0,52.41,99.94,77.42,42.08,64.3,23.21,99.94,0.0,49.85,49.25,,42.58,56.55,56.55,11.08,43.43,0.0,25.21,92.08,52.63,43.49,41.27,83.8,47.7,57.18,92.9,57.9,47.7,92.64,27.86,7.61,54.1,62.09,82.37,100.0
Morelos,Yautepec,35.25,32.24,86.02,44.35,60.81,23.04,29.67,58.77,0.0,46.08,27.34,100.0,40.42,44.35,8.36,72.08,81.69,0.0,72.8,69.64,59.51,0.0,45.81,100.0,67.63,74.97,62.6,0.0,87.1,74.8,27.32,0.0,62.48,88.23,84.35,43.17,66.92,40.42,88.23,,48.7,87.1,,43.74,52.28,52.28,10.76,46.14,0.0,26.4,91.11,43.93,45.6,35.87,59.65,46.32,52.33,93.14,73.42,46.32,44.33,32.86,6.29,54.1,73.29,87.01,100.0
Nayarit,Bahía de Banderas,52.28,21.85,94.52,58.08,62.8,47.03,81.08,52.94,95.0,46.08,53.53,84.35,44.34,58.08,22.23,79.82,74.01,49.69,68.61,84.71,70.78,0.0,47.14,100.0,30.31,69.43,99.0,32.28,92.07,80.95,55.11,32.28,65.06,75.98,82.69,32.64,75.31,44.34,75.98,,96.64,92.07,0.0,60.8,51.98,51.98,33.58,75.36,0.0,94.55,93.28,73.49,68.87,47.89,62.74,73.44,78.68,94.07,72.7,73.44,56.04,41.35,100.0,43.44,84.5,91.36,8.35
Nayarit,Tepic,63.35,33.09,95.78,61.7,64.13,62.03,53.74,46.69,65.0,46.08,43.47,78.83,82.59,61.7,39.43,84.24,81.46,31.74,75.88,86.11,75.45,100.0,51.25,100.0,35.93,69.43,96.0,0.0,100.0,81.63,35.48,0.0,77.1,89.88,86.5,38.27,83.01,82.59,89.88,,83.89,100.0,75.0,60.21,52.7,52.7,30.21,76.29,100.0,33.48,94.31,56.73,63.99,81.97,66.12,68.34,81.83,95.94,86.9,68.34,62.82,55.81,73.47,43.44,96.82,91.53,8.52
Nuevo León,Apodaca,45.45,31.11,97.36,69.52,67.2,19.53,46.43,60.33,0.0,46.08,70.98,100.0,34.39,69.52,37.63,62.92,70.58,21.49,79.05,93.6,73.9,0.0,58.14,100.0,43.51,73.19,97.0,0.0,95.24,75.15,33.38,0.0,55.57,95.08,83.94,37.28,83.39,34.39,95.08,0.0,99.24,47.62,12.5,71.47,53.71,53.71,48.17,90.79,0.0,20.8,98.48,93.78,67.68,39.59,66.34,65.33,62.54,96.42,80.11,65.33,59.49,55.96,100.0,43.44,98.57,97.29,41.57
Nuevo León,Cadereyta Jiménez,42.5,22.07,97.7,78.22,61.41,23.04,31.66,60.1,0.0,46.08,60.09,63.67,53.13,78.22,27.73,0.0,77.0,0.0,74.37,89.9,68.55,0.0,55.6,100.0,35.41,73.19,91.0,0.0,81.9,36.29,28.93,0.0,48.81,81.0,86.52,32.76,80.94,53.13,81.0,0.0,93.62,40.95,,68.96,55.13,55.13,66.38,83.93,0.0,3.97,87.24,53.81,50.89,38.89,71.79,48.54,45.19,95.87,86.22,48.54,70.4,51.1,100.0,43.44,98.34,96.04,28.33
Nuevo León,Ciénega de Flores,76.69,11.18,99.57,55.2,59.86,23.04,49.93,64.42,0.0,46.08,56.63,100.0,26.76,55.2,19.46,61.51,73.05,3.72,72.02,80.02,74.34,0.0,59.18,100.0,42.02,73.19,100.0,0.0,36.46,71.79,34.4,0.0,44.73,74.42,82.46,27.31,79.55,26.76,74.42,0.0,52.74,18.23,,62.06,53.28,53.28,33.79,64.07,0.0,46.07,81.79,79.47,69.89,25.26,71.35,46.04,53.85,95.96,78.79,46.04,69.51,53.94,23.68,43.44,99.18,91.87,7.35
Nuevo León,El Carmen,71.52,8.48,70.03,30.47,60.18,23.04,41.6,69.64,0.0,46.08,37.98,78.91,25.33,30.47,15.85,35.96,71.28,0.0,76.05,81.34,69.79,0.0,61.5,100.0,46.8,73.19,100.0,0.0,69.6,57.9,32.87,0.0,42.98,88.57,78.07,25.96,70.93,25.33,88.57,0.0,67.22,34.8,,46.08,57.01,57.01,0.0,66.79,0.0,24.8,97.73,75.96,57.62,30.09,63.56,49.04,58.84,95.89,81.95,49.04,53.93,53.37,36.71,43.44,97.84,84.86,22.08
Nuevo León,García,52.15,11.82,95.67,67.68,63.48,32.03,53.18,54.3,0.0,46.08,73.31,100.0,18.3,67.68,33.58,73.81,76.48,48.36,70.78,93.48,75.37,0.0,47.98,100.0,36.85,73.19,92.0,0.0,84.26,79.94,36.22,0.0,49.51,81.53,82.83,27.63,79.54,18.3,81.53,0.0,54.2,42.13,50.0,72.12,55.47,55.47,46.62,90.93,0.0,19.19,87.95,100.0,68.75,28.74,65.62,57.98,66.02,96.03,82.0,57.98,58.04,41.66,20.44,43.44,88.92,89.19,21.56
Nuevo León,General Escobedo,47.68,26.13,96.5,73.04,60.09,32.03,54.08,58.25,0.0,46.08,71.55,100.0,13.49,73.04,39.41,59.44,72.22,48.34,77.28,85.4,71.79,0.0,55.92,100.0,23.86,73.19,100.0,0.0,97.34,75.51,35.05,0.0,51.1,92.41,83.5,34.79,83.04,13.49,92.41,0.0,98.6,48.67,50.0,72.13,51.07,51.07,53.88,74.07,0.0,13.89,97.19,89.22,63.43,43.54,67.3,63.8,67.09,96.73,80.15,63.8,61.41,53.6,100.0,43.44,96.26,94.78,0.04
Nuevo León,General Zuazua,40.56,6.37,97.88,75.39,64.14,23.04,33.38,68.37,0.0,46.08,79.3,97.07,5.24,75.39,40.46,98.07,78.9,0.0,78.86,82.73,76.45,0.0,60.44,100.0,35.25,73.19,100.0,0.0,98.52,88.43,27.96,0.0,50.44,88.37,87.78,24.9,84.39,5.24,88.37,0.0,88.23,49.26,,77.05,50.51,50.51,58.61,67.93,0.0,0.14,82.15,100.0,69.81,37.09,69.15,69.41,70.14,97.53,83.1,69.41,65.12,52.51,94.32,43.44,99.2,96.65,29.94
Nuevo León,Guadalupe,61.84,38.59,94.14,68.96,68.56,19.53,60.74,52.41,0.0,46.08,47.84,100.0,44.7,68.96,53.4,86.28,67.37,69.63,77.13,92.33,67.46,0.0,57.81,100.0,46.63,73.19,99.4,0.0,90.79,85.37,39.79,0.0,64.73,91.52,82.06,41.02,85.76,44.7,91.52,42.8,80.04,66.8,12.5,61.42,58.63,58.63,39.71,88.71,0.0,13.18,96.84,55.96,57.56,33.19,66.45,68.84,69.82,95.95,77.36,68.84,59.7,63.22,63.23,43.44,95.51,96.74,31.43
Nuevo León,Juárez,21.24,13.4,94.91,52.92,61.83,23.69,47.45,67.83,0.0,46.08,55.44,95.87,15.86,52.92,46.56,91.74,71.88,31.09,75.87,94.65,72.79,0.0,60.42,100.0,20.78,73.19,100.0,0.0,91.57,87.32,32.73,0.0,52.35,83.24,83.95,28.42,84.35,15.86,83.24,0.0,73.73,45.78,25.0,60.38,50.73,50.73,11.66,92.79,0.0,11.27,91.32,99.23,65.49,32.47,68.8,63.09,74.35,96.51,80.08,63.09,64.4,53.01,56.14,43.44,95.92,96.02,20.32
Nuevo León,Monterrey,69.39,39.34,93.18,81.97,68.43,25.36,74.24,44.85,0.0,46.08,56.4,100.0,83.12,81.97,47.06,58.51,68.77,86.78,74.84,94.06,66.53,0.0,50.35,100.0,52.11,73.19,100.0,0.0,82.17,74.13,44.63,0.0,69.29,92.31,81.87,41.39,83.56,83.12,92.31,46.33,49.26,64.25,30.0,68.3,59.65,59.65,67.5,93.29,0.0,35.95,94.51,45.31,54.1,24.87,66.97,60.57,63.89,94.83,78.95,60.57,60.76,55.85,4.0,43.44,93.98,94.97,34.82
Nuevo León,Pesquería,42.97,6.4,73.79,54.99,59.67,23.04,42.83,,0.0,46.08,55.84,100.0,23.85,54.99,5.51,87.6,83.9,0.0,75.72,97.8,74.42,0.0,62.31,100.0,31.85,73.19,100.0,0.0,77.28,84.64,33.38,0.0,47.81,83.48,81.38,24.92,67.01,23.85,83.48,0.0,100.0,38.64,,61.75,57.32,57.32,42.93,100.0,0.0,28.48,,68.75,62.03,41.01,66.6,42.45,66.32,95.61,86.81,42.45,60.01,62.31,100.0,43.44,88.74,78.86,20.72
Nuevo León,Salinas Victoria,35.25,8.33,0.0,55.85,56.24,23.04,57.52,74.25,0.0,46.08,52.36,61.15,28.36,55.85,11.59,16.47,75.65,50.99,78.37,92.58,67.17,0.0,59.28,100.0,24.33,73.19,100.0,0.0,46.37,41.91,38.58,0.0,32.83,98.87,76.97,25.89,44.83,28.36,98.87,0.0,47.25,23.19,,58.46,58.23,58.23,41.02,92.71,0.0,21.57,57.37,63.7,52.29,23.43,65.89,42.14,48.11,92.45,82.05,42.14,58.59,44.31,37.13,43.44,67.72,78.29,13.4
Nuevo León,San Nicolás de los Garza,60.72,49.85,96.78,77.39,70.42,23.69,71.05,56.42,0.0,46.08,54.71,100.0,67.19,77.39,51.13,85.61,68.41,85.72,79.32,96.92,65.57,0.0,60.8,100.0,49.08,73.19,100.0,0.0,95.11,84.9,44.37,0.0,66.73,93.56,83.59,46.65,85.97,67.19,93.56,2.78,91.96,48.94,25.0,65.89,62.05,62.05,56.83,96.71,0.0,27.41,98.04,52.58,53.51,38.55,67.99,67.7,69.08,97.12,77.64,67.7,62.79,65.18,85.87,43.44,95.96,98.77,37.44
Nuevo León,San Pedro Garza García,44.84,81.65,97.36,89.9,76.55,23.04,46.14,41.14,0.0,46.08,64.57,70.3,41.84,89.9,20.87,28.04,88.9,22.09,73.65,84.82,67.33,0.0,61.35,100.0,72.42,78.02,71.07,19.39,87.09,48.98,43.45,19.39,56.36,66.1,93.5,67.88,79.56,41.84,66.1,0.0,98.85,43.55,,73.93,64.83,64.83,92.53,72.21,0.0,45.25,98.85,36.61,49.11,60.94,89.01,59.97,48.6,97.42,85.56,59.97,100.0,81.57,0.0,54.1,100.0,98.1,100.0
Nuevo León,Santa Catarina,53.82,31.81,97.3,76.71,63.87,23.69,53.66,60.9,0.0,46.08,63.06,100.0,12.97,76.71,50.49,69.99,68.5,49.71,74.99,84.17,70.58,0.0,55.52,100.0,44.14,73.19,98.0,0.0,90.21,77.75,36.52,0.0,51.95,87.39,82.05,37.63,86.32,12.97,87.39,0.0,47.98,45.1,25.0,70.12,55.88,55.88,55.99,72.79,0.0,13.28,95.96,70.14,64.98,23.89,67.74,59.45,63.27,95.55,76.19,59.45,62.29,50.13,0.0,43.44,97.47,95.61,34.47
Nuevo León,Santiago,17.8,51.34,96.02,47.4,61.83,23.04,34.74,52.7,0.0,46.08,30.45,31.41,37.16,47.4,4.84,0.0,87.35,7.55,76.42,73.87,60.14,0.0,55.67,100.0,58.9,78.02,60.94,33.88,9.01,19.52,42.7,33.88,37.56,82.57,91.02,52.72,73.88,37.16,82.57,0.0,97.91,4.5,,46.0,59.5,59.5,23.41,50.93,0.0,35.71,95.82,37.48,38.49,60.47,65.35,49.22,27.14,96.81,81.79,49.22,52.68,58.64,100.0,54.1,94.67,94.69,100.0
Oaxaca,Heroica Ciudad de Huajuapan de León,39.3,22.54,79.15,54.44,61.25,23.04,17.42,48.95,0.0,46.08,35.12,100.0,53.7,54.44,12.35,99.67,87.12,0.0,62.95,68.1,61.72,0.0,42.38,100.0,60.77,65.81,52.27,0.0,73.24,86.28,21.13,0.0,64.19,82.54,63.93,38.32,69.42,53.7,82.54,,81.49,73.24,,50.43,45.96,45.96,22.85,44.5,0.0,0.0,93.47,47.4,44.23,52.26,62.63,53.48,59.16,91.7,79.21,53.48,59.44,35.82,69.51,54.1,86.2,40.74,82.25
Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,63.31,21.2,92.24,54.55,68.08,23.04,6.23,51.62,0.0,46.08,33.3,100.0,46.93,54.55,25.13,99.9,70.04,12.47,69.79,64.24,32.27,1.08,43.96,100.0,81.65,65.81,,0.0,99.93,84.21,20.66,0.0,69.27,94.87,70.53,37.65,77.61,46.93,94.87,,84.87,99.93,,40.04,55.74,55.74,17.37,43.0,1.08,0.0,84.87,49.23,32.56,36.33,82.9,43.52,52.74,85.48,31.98,43.52,100.0,36.31,0.0,54.1,93.08,71.03,100.0
Oaxaca,Oaxaca de Juárez,58.45,29.99,75.89,66.46,61.32,46.17,42.35,40.22,67.43,46.08,44.76,59.76,95.41,66.46,46.19,83.52,83.81,27.91,59.54,87.84,75.06,0.0,43.99,100.0,32.17,62.81,89.0,21.08,82.21,69.02,35.2,21.08,63.37,92.73,41.9,36.72,74.57,95.41,92.73,0.0,48.62,41.11,25.0,62.09,42.17,42.17,37.33,80.79,0.0,10.14,92.73,52.18,64.43,31.6,61.68,63.58,63.79,94.89,85.69,63.58,60.56,47.76,4.52,43.44,76.19,0.0,5.9
Oaxaca,Salina Cruz,48.49,36.25,85.52,76.18,64.25,23.04,27.66,53.4,0.0,46.08,60.17,100.0,66.11,76.18,15.38,47.67,76.93,0.0,58.97,72.02,52.45,0.0,48.75,100.0,74.25,65.81,81.35,39.27,80.91,63.6,38.51,39.27,65.92,89.43,38.73,45.17,73.81,66.11,89.43,,89.52,80.91,,62.93,48.6,48.6,68.12,50.64,0.0,1.64,79.05,52.22,38.41,56.28,61.35,49.38,43.11,93.4,66.49,49.38,56.88,44.1,100.0,54.1,94.35,0.52,100.0
Oaxaca,San Juan Bautista Tuxtepec,58.91,22.13,81.52,64.3,64.61,23.04,25.48,48.13,0.0,46.08,46.12,83.28,35.07,64.3,13.69,9.92,80.43,0.0,68.37,67.33,55.58,0.0,40.31,100.0,79.46,65.81,76.45,52.75,93.08,40.57,45.01,52.75,55.2,84.75,80.06,38.12,69.19,35.07,84.75,,31.29,93.08,,55.33,56.8,56.8,38.98,43.79,0.0,0.0,61.85,53.25,40.48,18.11,70.37,41.27,28.5,90.87,70.67,41.27,74.93,32.48,0.72,54.1,81.55,79.69,100.0
Oaxaca,Santa Cruz Xoxocotlán,76.32,35.41,51.46,48.5,70.21,56.75,0.51,46.48,67.42,46.08,32.85,100.0,20.08,48.5,18.69,96.12,85.19,0.0,62.56,74.23,62.05,0.0,42.33,100.0,62.88,65.81,,93.68,99.76,84.29,32.39,93.68,52.03,85.93,59.43,44.76,61.16,20.08,85.93,0.0,98.06,49.88,,47.8,2.99,2.99,7.57,53.64,0.0,1.02,96.12,58.12,50.22,77.41,82.9,60.82,56.75,94.82,73.89,60.82,100.0,38.18,100.0,54.1,74.48,33.66,49.45
Oaxaca,Santo Domingo Tehuantepec,60.79,19.56,85.38,46.33,64.51,23.04,19.92,59.2,0.0,46.08,28.19,100.0,54.01,46.33,11.35,85.2,87.06,7.02,67.34,66.66,53.15,0.0,47.94,100.0,80.39,65.81,52.73,21.97,98.18,78.23,34.74,21.97,66.86,86.09,67.98,36.83,67.06,54.01,86.09,,42.17,98.18,,42.56,62.31,62.31,8.08,44.14,0.0,0.0,58.49,48.3,33.89,32.6,62.5,48.48,49.5,89.18,72.42,48.48,59.2,36.69,25.84,54.1,71.52,48.91,100.0
Puebla,Acajete,46.92,12.18,73.93,42.6,61.38,23.04,0.0,70.16,0.0,46.08,27.85,45.53,30.56,42.6,14.4,0.0,0.0,0.0,57.36,58.57,51.58,0.0,46.78,100.0,50.33,71.57,,0.0,0.0,27.54,11.4,0.0,32.42,89.69,35.61,33.14,70.85,30.56,89.69,,87.38,0.0,,40.67,34.19,34.19,1.23,29.93,0.0,0.0,74.76,54.47,26.14,55.21,70.02,66.59,37.08,87.21,77.02,66.59,68.47,23.4,100.0,54.1,95.06,71.21,53.74
Puebla,Amozoc,83.48,11.54,51.58,61.84,58.64,73.04,11.33,58.34,100.0,46.08,48.27,94.17,22.57,61.84,59.54,51.5,82.18,0.0,58.92,75.18,68.51,0.0,43.71,100.0,46.52,69.45,34.0,0.0,100.0,64.85,22.69,0.0,47.98,91.96,41.09,27.49,74.98,22.57,91.96,0.0,38.99,50.0,,59.54,56.73,56.73,23.5,59.14,0.0,0.0,77.98,73.04,53.51,37.34,55.46,57.43,48.89,91.22,83.51,57.43,41.46,29.08,0.0,43.44,88.79,0.0,9.56
Puebla,Atlixco,46.34,28.09,86.42,46.98,63.74,23.04,20.38,40.14,0.0,46.08,26.09,72.65,40.72,46.98,11.04,20.82,75.7,0.0,69.24,67.87,55.02,0.0,34.33,100.0,73.17,71.57,55.51,0.0,58.68,43.99,19.5,0.0,51.07,94.38,79.0,41.09,70.88,40.72,94.38,,71.5,58.68,,42.7,38.13,38.13,9.4,43.79,0.0,5.63,90.43,42.77,41.74,47.27,62.5,51.43,38.5,91.96,68.29,51.43,53.43,28.52,52.56,54.1,86.06,82.31,100.0
